"Name","id.review","Text","Neg or Pos","Province","Type"
"Hotel 499",30,"camere vecchie  servizio stile anni 80","Neg","Olbia-Tempio","3-Star"
"Hotel 3",10,"camera spaziosa e pulita  staff gentile e disponibile  orientato ad accontentare il cliente ","Pos","Sassari","3-Star"
"Hotel 196",202,"la location   veramente incantevole  noi abbiamo soggiornato in una matrimoniale superior con vista sul golfo di porto conte all ultimo piano  mozzafiato   la stanza non   grandissima ma non manca niente  il bagno   spazioso e confortevole  il balconcino   fornito di tavolino e due sedie  anche se non c   una vera spiaggia con la sabbia la struttura   ben organizzata e fornita  ci sono sdrai e piattaforme con accesso diretto al mare ","Pos","Cagliari","4-Star"
"Hotel 599",36,"struttura carina e pulita","Pos","Olbia-Tempio","3-Star"
"Hotel 489",491,"arredi e bagni ","Neg","Olbia-Tempio","4-Star"
"Hotel 55",184,"pieno di formiche uno schiffo","Neg","Carbonia-Iglesias","Other Facilities"
"Hotel 94",120,"posizione favolosa e terrazza invidiabile per deliziose cene romantiche e ricche colazioni fronte mare","Pos","Ogliastra","3-Star"
"Hotel 321",40,"a due passi dalla spiaggia   ottima colazione  ","Pos","Olbia-Tempio","Other Facilities"
"Hotel 85",72,"nulla tutto ok","Neg","Nuoro","Other Facilities"
"Hotel 578",111,"bedroom was a bit on the small side","Neg","Olbia-Tempio","Other Facilities"
"Hotel 381",75,"personale gentile ed efficiente  pulizia impeccabile  colazione varia e di buona qualita  ","Pos","Sassari","4-Star"
"Hotel 56",28,"strutture e piscine veramente belle  personale sempre disponibile e gentile ","Pos","Ogliastra","3-Star"
"Hotel 73",62,"il terrazzino della camera con splendida vista sul fiume e la location per la colazione  circondata da un prato verde  con vista sul fiume","Pos","Ogliastra","3-Star"
"Hotel 175",50,"colazione poco assortita spazio angusto","Neg","Medio Campidano","Other Facilities"
"Hotel 563",49,"tutto","Pos","Olbia-Tempio","4-Star"
"Hotel 546",71,"cura dei dettagli delle camere   ospiti rumorosi e ristorante carente  prezzo alto per l offerta ","Neg","Olbia-Tempio","3-Star"
"Hotel 545",1346,"only 1 key for the room and entrance to the property  therefore we  me and my friend  must come together from breakfast  or from the car ","Neg","Olbia-Tempio","3-Star"
"Hotel 409",43,"personale gentilissimo  super disponibile  la struttura in ottime condizioni   super pulito  non lontano dal centro storico ","Pos","Sassari","Other Facilities"
"Hotel 457",109,"il letto non proprio comodissimo ","Neg","Olbia-Tempio","4-Star"
"Hotel 324",26,"wi fi non funzionante  tv non funzionante  condizionatore vecchio e rumoroso  piscine sporche e poco curate di cui quella per bambini riempita d acqua ma a ricircolo acqua spento  prima pessima esperienza tra tante ","Neg","Nuoro","3-Star"
"Hotel 591",122,"pulizia e cortesia  buona colazione ","Pos","Olbia-Tempio","3-Star"
"Hotel 191",152,"le dimensioni della camera","Pos","Medio Campidano","3-Star"
"Hotel 367",34,"parte salata della colazione ","Neg","Olbia-Tempio","4-Star"
"Hotel 78",4,"ottima posizione  vista spettacolare sull isola di caprera  ottimo rapporto qualit  prezzo ","Pos","Ogliastra","3-Star"
"Hotel 297",50,"faceva troppo caldo   dormivamo con le finestre leggermente aperte   per  ci possono essere delle persone freddolose   e potrebbe  andar bene  ","Neg","Cagliari","3-Star"
"Hotel 593",48,"very nice breakfast  super friendly and helpful staff that made sure that we got the maximum out of every day we were in the hotel and the area ","Pos","Olbia-Tempio","4-Star"
"Hotel 307",141,"notte da incubo   zanzare","Neg","Cagliari","4-Star"
"Hotel 545",356,"la camera era sporca  capelli nelle lenzuola che non avevano un buon profumo di pulito e in bagno  poca comunicazione tra reception e  centro benessere  24 euro per due gin tonic serviti con un unica lattina di sweppes divisa in due  scuse campate in aria per il fatto che non c era posto per il percorso adducendo al fatto che alla domenica arrivavano molti esterni  questo comunicato il mattino successivo l arrivo  perch  appena arrivati non c   stato modo di mettersi in contatto con il centro  abbiamo chiesto in reception e ci hanno detto che non hanno risposto perch  probabilmente  la collega  era da sola  per la colazione c era la fila fuori dalla sala tipo mensa  quindi abbiamo optato per il bar  in sostanza abbiamo pagato sia per il percorso che per la colazione ma non ne abbiamo usufruito  peccato perch  le aspettative erano decisamente superiori  unica magra consolazione la gentilezza dello staff ","Neg","Olbia-Tempio","3-Star"
"Hotel 138",23,"la struttura curata nei particolari   l animazione e lo staff ","Pos","Cagliari","3-Star"
"Hotel 208",39,"breakfast time i did not have a reserved table but others did ","Neg","Ogliastra","4-Star"
"Hotel 103",90,"tutto","Pos","Cagliari","3-Star"
"Hotel 500",106,"praticamente tutto   la posizione  la gentilezza dello staff  la pulizia e l ottima cucina   rapportata a un buon prezzo  ci ritorneremo sicuramente ","Pos","Olbia-Tempio","3-Star"
"Hotel 64",56,"cortesia e gentilezza dello staff","Pos","Carbonia-Iglesias","3-Star"
"Hotel 280",133,"purtroppo   pieno di insetti e api  abbiamo pranzato nel bordo piscina invasi dalle api  quindi tesi e di fretta  nessuno dello staff si   minimamente preoccupato o ha cercato di risolvere o quanto meno di venirci incontro  magari con uno sconto sul pranzo  vista la pessima situazione in cui ci siamo ritrovati ","Neg","Carbonia-Iglesias","3-Star"
"Hotel 243",105,"santa caterina forse   un po  sperduta    soprattutto in inverno ","Neg","Cagliari","4-Star"
"Hotel 49",111,"nothing all w as good","Neg","Cagliari","3-Star"
"Hotel 274",455,"clean  modern spacious room  excellent breakfast","Pos","Nuoro","4-Star"
"Hotel 228",140,"colazione estremamente modesta  dintorni dell hotel molto tristi","Neg","Cagliari","4-Star"
"Hotel 119",181,"an exceptional team at the reception  they put a lot of soul in everything they do  thank you ","Pos","Nuoro","3-Star"
"Hotel 127",232,"the lobby and rooftop bar were really nice and well taken care of the breakfast was served in the in the bar on the 9th floor the view over alghero in the morning was beautiful  there were also a wide range of breakfast alternatives to choose from ","Pos","Oristano","4-Star"
"Hotel 294",71,"colazione non idonea a un 4 stelle  ","Neg","Ogliastra","Other Facilities"
"Hotel 269",36,"a standard room is somewhat small  it has a nice bathroom though ","Neg","Cagliari","Other Facilities"
"Hotel 127",147,"il punto di forza di questa struttura   indubbiamente la posizione a un passo dal centro e da una passeggiata rilassante sul lungo mare ottima e abbondante la colazione sul terrazzo ambiente accogliente ","Pos","Oristano","4-Star"
"Hotel 283",3,"insonorizzazione delle camere non delle migliori  qualche aspetto non curatissimo ","Neg","Oristano","Other Facilities"
"Hotel 324",111,"il segnale wifi in camera molto debole","Neg","Nuoro","3-Star"
"Hotel 160",260,"set menu dinner was so so","Neg","Cagliari","Other Facilities"
"Hotel 489",620,"pool with sunbeds  free parking at streets nearby  ask for room at higher floor  located inside  out of street ","Pos","Olbia-Tempio","4-Star"
"Hotel 200",92,"l hotel   situato in un ottima posizione per visitare la citt  e i dintorni  la camera   ampia e perfettamente pulita  cosa molto importante da non trascurare   la presenza del portierato notturno che permette di effettuare il check in 24 ore su 24  la colazione   a buffet ed integrata dall aiuto del gentilissimo personale ","Pos","Oristano","3-Star"
"Hotel 453",53,"la cosa peggiore sono le porte antiche di legno  vuoto  che lasciano passare ogni minimo rumore proveniente dall esterno della camera  annullano quasi la privacy  aggiungete portachiavi pesanti che ciondolano e ci sbattono sopra  ed   come avere dei tamburi ad ogni apertura  il rumore degli scarichi e dei rubinetti impiegati nella camere adiacenti si sente forte nella propria camera   il climatizzatore   rumoroso  scricchiolii  non tanto la ventola  e rende ulteriormente difficile il sonno  io sono di quelli che  si svegliano nemmeno con le cannonate    anche i materassi erano  imbarcati  e decisamente scomodi come anche il cuscino   la camera era fredda ed essendo rientrati direttamente per dormire  il clima non si pu  attivare a camera vuota    stato difficile convivere con un climatizzatore di pessima qualit  e il freddo  la serranda non isola completamente dalla luce proveniente dall esterno  non direttamente imputabile alla direzione dell albergo  c erano dei ragazzini che facevano chiasso per quasi un ora  considerata la tipologia delle porte delle camere non so se fossero dentro la loro camera  o negli spazi comuni  comunque un minimo di controllo ci sarebbe dovuto essere ","Neg","Olbia-Tempio","4-Star"
"Hotel 500",19,"nice and clean room  very friendly personal at reception","Pos","Olbia-Tempio","3-Star"
"Hotel 43",370,"no issues","Neg","Oristano","3-Star"
"Hotel 387",33,"pulizia della camera colazione ","Pos","Olbia-Tempio","3-Star"
"Hotel 101",135,"it was clean ","Pos","Oristano","3-Star"
"Hotel 468",196,"gentilissimi  riservato e accogliente  prezzo imbattibile  ristorante a 10 metri dalla struttura  10 e lode","Pos","Sassari","3-Star"
"Hotel 396",213,"staff ristorante camere","Pos","Olbia-Tempio","3-Star"
"Hotel 27",14,"tutto  ottimo in tutto e la cortesia  delle proprietarie una colazione ottima con prodotti introvabili perche fatti da loro consigliatissimo  noi eravamo in moto e la zona e molto bella da visitare ","Pos","Ogliastra","4-Star"
"Hotel 466",13,"beach terrace wasn t within the hotel site as i had imagined through images  but its a short walk accross the country road that runs between the main hotel area and the bay ","Neg","Olbia-Tempio","Other Facilities"
"Hotel 480",151,"l esterno  vecchio trascurato","Neg","Olbia-Tempio","4-Star"
"Hotel 99",59,"l accoglienza squisita dellasig ra chiarella e delle sue figlie  ci siamo sentiti molto  coccolati ","Pos","Cagliari","4-Star"
"Hotel 214",56,"ottima colazione e materasso super comodo personale gentilissimo spero di poter tornare al pi  presto ","Pos","Nuoro","3-Star"
"Hotel 257",80,"tutto","Neg","Cagliari","2-Star"
"Hotel 8",35,"posto centrale  pulito ottima accoglienza piccola cucina in comune dove potersi fare un caff  o una tisana","Pos","Cagliari","3-Star"
"Hotel 321",3,"staff cordiale e preparato  stanza pulitissima  colazione ottima e abbondante   lo consiglio vivamente  ","Pos","Olbia-Tempio","Other Facilities"
"Hotel 439",167,"la variet  della colazione e cordialit  del personale","Pos","Olbia-Tempio","4-Star"
"Hotel 578",422,"camera   pulizia impeccabile   spa   lounge bar","Pos","Olbia-Tempio","Other Facilities"
"Hotel 591",34,"pulizia staff","Pos","Olbia-Tempio","3-Star"
"Hotel 119",170,"carpets on the floors so the hallway was quiet  the room was cosy    somewhat rare for an italian hotel  padded walls too  help guarantee a great night s sleep  we had a balcony overlooking the pool and out to sea  nice big shower  the breakfast was very good   with eggs made to order  some staff were exceptionally nice  others somewhat brusque  bar prices are reasonable and there s lots of nibbles  the  complimentary mini bar  with water and non alcoholic drinks at no cost is just sensible and should be the case in similar establishments  nice walk along the seaboard to the old town ","Pos","Nuoro","3-Star"
"Hotel 297",513,"the location and hotel were great but best of all the staff were extremely friendly and helpful","Pos","Cagliari","3-Star"
"Hotel 500",122,"nulla","Neg","Olbia-Tempio","3-Star"
"Hotel 16",4,"antonio is a great host and excellent cook of the regional sardinian kitchen  the rooms are fantastic   nice and cool with a great bed and beautiful interior features  the estate has a stunning view and all the kittens and dog babies add to the charm of the stay  at night  before dinner you can enjoy singing your favourite tunes with antonio on his karaoke machine and in the morning  when you wake up  a little pony might chew grass in front of your door ","Pos","Ogliastra","3-Star"
"Hotel 308",30,"nella camera qualche manutenzione in pi  non guasterebbe anche se tutto funzionale  un consiglio per rendere pi  accogliente la struttura  da curare un po  l ingresso esterno e la zona piscina che avrebbe bisogno di una rinfrescata  una cosa che hanno notato anche altri   un po  di disordine nelle parti esterne  con attrezzature lasciate in giro un po  qua un po  la  basta poco per migliorare  sicuramente torner  ","Neg","Cagliari","4-Star"
"Hotel 398",292,"colazione scarsa  poco assortimento e solo bevande da distributore automatico  struttura molto vecchia all esterno e datata all interno","Neg","Olbia-Tempio","4-Star"
"Hotel 56",27,"la camera troppo spartana per essere un 4 stelle  il condizionatore fa pi  rumore di un camion  ogni giorno dovevamo recarci in reception a chiedere bagnoschiuma  sapone e asciugamani perch  si dimenticavano sempre qualcosa  per gli asciugamani abbiamo aspettato un ora  la qualit  del cibo del ristorante self service   veramente scarsa ","Neg","Ogliastra","3-Star"
"Hotel 1",103,"staff 10 posizione 10 veduta 10 rapporto qualit  prezzo 10  camera con sky","Pos","Cagliari","Other Facilities"
"Hotel 185",34,"la pulizia della stanza  bellezza del bagno  colazione molto buona  ottimo per la coppia ","Pos","Nuoro","3-Star"
"Hotel 545",1303,"camere super spaziose  molto pulito e ottima la colazione","Pos","Olbia-Tempio","3-Star"
